objectid,title,date,authors,authors_affiliation,report_type,report_number,publisher,funder,abstract,species,places,concepts,source,language,rights,rightsstatement,format,type,original_filename,filename,display_template,object_location,image_small,image_thumb
ferl-lr-2005-11-09,Evaluation of submerged orifice gate usage by adult Chinook salmon and steelhead at John Day Dam during 2003,2005-11-09,Johnson; Peery,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2005-11-09,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2005 LR 09Nov05 JD spill summary.pdf,ferl-lr-2005-11-09.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2005-11-09.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2005-11-09_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2005-11-09_th.jpg
ferl-lr-2005-10-05,Lower Columbia River dam fish ladder passage times,2005-10-05,Johnson; Peery,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2005-10-05,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2005 LR 05Oct05 Bowles 06.pdf,ferl-lr-2005-10-05.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2005-10-05.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2005-10-05_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2005-10-05_th.jpg
ferl-lr-2004-12,Removable Spillway Weir (RSW) fallback evaluation 2002 and 2003,2004-12,Clabough; Peery,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2004-12,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2004 LR Dec04 RSW Letter Report 2002_2003_Dec.pdf,ferl-lr-2004-12.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2004-12.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2004-12_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2004-12_th.jpg
ferl-lr-2004-03-22,Requested information on behaviors of 2000-2003 Chinook salmon from the Little White Salmon and Spring Creek Hatcheries,2004-03-22,Peery; Keefer,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2004-03-22,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2004 LR 22Mar04 Summer Spill Summary 23-Mar 2004.pdf,ferl-lr-2004-03-22.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2004-03-22.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2004-03-22_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2004-03-22_th.jpg
ferl-lr-2004-12-22,Summary of straying rates for known-origin adult Chinook salmon and steelhead in the Columbia/Snake hydrosytem,2004-12-22,"Keefer, Peery, Firehammer, Moser",Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2004-12-22,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2004 LR 22Dec04 LWSH-SCH summary.pdf,ferl-lr-2004-12-22.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2004-12-22.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2004-12-22_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2004-12-22_th.jpg
ferl-lr-2004-10-18,Umatilla River salmon overshoot behavior,2004-10-18,Keefer; Peery,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2004-10-18,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2004 LR 18Oct04 straying report.pdf,ferl-lr-2004-10-18.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2004-10-18.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2004-10-18_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2004-10-18_th.jpg
ferl-lr-2004-04-12,"Adult salmonid fallback and escapement during summer (July-August) spill/no spill periods at Bonneville, The Dalles, John Day, and Ice Harbor dams",2004-04-12,Keefer; Peery,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2004-04-12,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2004 LR 12Apr04 Umatilla R. Salmon Overshoot.pdf,ferl-lr-2004-04-12.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2004-04-12.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2004-04-12_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2004-04-12_th.jpg
ferl-lr-2003-03-28a,"2001 & 2002 Fallback information at The Dalles, John Day dams",2003-03-28,Peery; Boggs,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2003-03-28a,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2003 LR 28Mar03 Spawning status of radiotagged adult chinook.pdf,ferl-lr-2003-03-28a.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2003-03-28a.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2003-03-28a_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2003-03-28a_th.jpg
ferl-lr-2003-03-28b,Chinook salmon fallback at John Day Dam – 2000 & 2002,2003-03-28,Peery,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2003-03-28b,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2003 LR 28Mar03 Bonneville Forebay Behavior.pdf,ferl-lr-2003-03-28b.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2003-03-28b.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2003-03-28b_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2003-03-28b_th.jpg
ferl-lr-2003-10-27,Lower Granite Dam transition pool weir test 2001 and 2002,2003-10-27,"Naughton; Peery, C.A.",Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2003-10-27,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2003 LR 27Oct03 CK salmon fallback at John Day.pdf,ferl-lr-2003-10-27.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2003-10-27.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2003-10-27_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2003-10-27_th.jpg
ferl-lr-2003-01-23,Preliminary summary of effects of Dworshak water on passage of adult salmon and steelhead: 2002 September releases,2003-01-23,Peery,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2003-01-23,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2003 LR 23Jan03 Fish ladder passage times.pdf,ferl-lr-2003-01-23.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2003-01-23.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2003-01-23_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2003-01-23_th.jpg
ferl-lr-2003-06-18,Spawning status of radio-tagged adult Chinook salmon,2003-06-18,Peery,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2003-06-18,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2003 LR 18Jun03 DworshakFlows.pdf,ferl-lr-2003-06-18.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2003-06-18.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2003-06-18_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2003-06-18_th.jpg
ferl-lr-2003-12-15,Behavior in the forebay of Bonneville Dam - 2002,2003-12-15,Peery; Stuehrenberg,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2003-12-15,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2003 LR 15Dec Fallback at TD JD.pdf,ferl-lr-2003-12-15.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2003-12-15.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2003-12-15_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2003-12-15_th.jpg
ferl-lr-2003-07-14,Lower Granite Dam transition pool weir test 2001 and 2002,2003-07-14,Peery,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2003-07-14,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2003 LR 14Jul03 LGR Transpool_Prelim03.pdf,ferl-lr-2003-07-14.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2003-07-14.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2003-07-14_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2003-07-14_th.jpg
ferl-lr-2003-02-12,Fish ladder passage times,2003-02-12,Peery,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2003-02-12,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2003 LR 12Feb03 LGR escapement.pdf,ferl-lr-2003-02-12.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2003-02-12.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2003-02-12_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2003-02-12_th.jpg
ferl-lr-2002-07-25,Preliminary summary of juvenile bypass system fallbacks: 2000-2001,2002-07-25,Peery; Jepson,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2002-07-25,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2002 LR 25Jul02 JBS_Prelim26JUL02.pdf,ferl-lr-2002-07-25.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2002-07-25.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2002-07-25_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2002-07-25_th.jpg
ferl-lr-2002-01-25,Temperatures and tagging protocol for AFF in 2002,2002-01-25,Peery,Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2002-01-25,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2002 LR 25Jan02 UITaggingTemps&Precision.pdf,ferl-lr-2002-01-25.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2002-01-25.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2002-01-25_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2002-01-25_th.jpg
ferl-lr-2002-11-15,Lower Granite Dam transition pool weir test 2001,2002-11-15,"Naughton; Peery, C.A.",Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2002-11-15,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2002 LR 15Nov02 LGRTranspoolTest 2001.pdf,ferl-lr-2002-11-15.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2002-11-15.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2002-11-15_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2002-11-15_th.jpg
ferl-lr-2002-12-12,2001 Hanford reach fall Chinook salmon estimate,2002-12-12,"Peery, C.A.",Idaho Cooperative Fish and Wildlife Research Unit,Letter Report,2002-12-12,University of Idaho,,,,,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,2002 LR 12Dec02 HanfordFCK.pdf,ferl-lr-2002-12-12.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-lr-2002-12-12.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-lr-2002-12-12_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-lr-2002-12-12_th.jpg
ferl-tr-2017-2-appendix-a,Appendix A (Generalized FCRPS dam antenna maps),2017,"Keefer, M.L.; Jepson, M.A.; Clabough, T.S.; Caudill, C.C.; Bjornn, T.C.; Burke, B.J.; Caudill, C.C.; Frick, K.; Matter, A.L.; Moser, M.L.; Peery, C.A.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2017-2,University of Idaho,"U.S. Army Corps of Engineers, Portland District",Appendix to Techincal Report 2017-2,"Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,Appendix A (Generalized FCRPS dam antenna maps).pdf,ferl-tr-2017-2-appendix-a.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2017-2-appendix-a.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2017-2-appendix-a_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2017-2-appendix-a_th.jpg
ferl-tr-2017-2-appendix-b,Appendix B (Main stem and Tributary antenna maps),2017,"Keefer, M.L.; Jepson, M.A.; Clabough, T.S.; Caudill, C.C.; Bjornn, T.C.; Burke, B.J.; Caudill, C.C.; Frick, K.; Matter, A.L.; Moser, M.L.; Peery, C.A.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2017-2,University of Idaho,"U.S. Army Corps of Engineers, Portland District",Appendix to Techincal Report 2017-2,"Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,Appendix B (Main stem and Tributary antenna maps).pdf,ferl-tr-2017-2-appendix-b.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2017-2-appendix-b.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2017-2-appendix-b_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2017-2-appendix-b_th.jpg
ferl-tr-2017-2-appendix-c,Appendix C (Bonneville-John Day antenna photos),2017,"Keefer, M.L.; Jepson, M.A.; Clabough, T.S.; Caudill, C.C.; Bjornn, T.C.; Burke, B.J.; Caudill, C.C.; Frick, K.; Matter, A.L.; Moser, M.L.; Peery, C.A.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2017-2,University of Idaho,"U.S. Army Corps of Engineers, Portland District",Appendix to Techincal Report 2017-2,"Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,Appendix C (Bonneville-John Day antenna photos).pdf,ferl-tr-2017-2-appendix-c.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2017-2-appendix-c.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2017-2-appendix-c_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2017-2-appendix-c_th.jpg
ferl-tr-2017-2-appendix-d,Appendix D (McNary-L Granite antenna photos),2017,"Keefer, M.L.; Jepson, M.A.; Clabough, T.S.; Caudill, C.C.; Bjornn, T.C.; Burke, B.J.; Caudill, C.C.; Frick, K.; Matter, A.L.; Moser, M.L.; Peery, C.A.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2017-2,University of Idaho,"U.S. Army Corps of Engineers, Portland District",Appendix to Techincal Report 2017-2,"Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,Appendix D (McNary-L Granite antenna photos).pdf,ferl-tr-2017-2-appendix-d.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2017-2-appendix-d.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2017-2-appendix-d_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2017-2-appendix-d_th.jpg
ferl-tr-2017-2-appendix-e,Appendix E (Main stem and Tributary antenna photos),2017,"Keefer, M.L.; Jepson, M.A.; Clabough, T.S.; Caudill, C.C.; Bjornn, T.C.; Burke, B.J.; Caudill, C.C.; Frick, K.; Matter, A.L.; Moser, M.L.; Peery, C.A.; Stuehrenberg, L.C.","Idaho Cooperative Fish and Wildlife Research Unit; Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service, National Oceanic and Atmospheric Administration",Technical Report,2017-2,University of Idaho,"U.S. Army Corps of Engineers, Portland District",Appendix to Techincal Report 2017-2,"Steelhead, Oncorhynchus mykiss; Chinook salmon, Oncorhynchus tshawytscha; sockeye salmon, Oncorhynchus nerka",,,"University of Idaho, Fish Ecology Research Lab",eng,These files are provided for research purposes with copyright held by the original authors. Please contact the publishing organization for more information about rights.,http://rightsstatements.org/vocab/InC-EDU/1.0/,application/pdf,Text,Appendix E (Main stem and Tributary antenna photos).pdf,ferl-tr-2017-2-appendix-e.pdf,pdf,https://objects.lib.uidaho.edu/ferl/ferl-tr-2017-2-appendix-e.pdf,https://objects.lib.uidaho.edu/ferl/small/ferl-tr-2017-2-appendix-e_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-tr-2017-2-appendix-e_th.jpg
ferl-reischel2003,Influence of Fishway Placement on Fallback of Adult Salmon at the Bonneville Dam on the Columbia River,2003,"Reischel, T.S.; Bjornn, T.C.",,Journal Article,Reischel2003,North American Journal of Fisheries Management,,,,,,"North American Journal of Fisheries Management, vol. 23, issue 4, p. 1215-1224. DOI: 10.1577/M02-113",eng,"Metadata only record, please check publication for rights",http://rightsstatements.org/vocab/InC-EDU/1.0/,record,Text,Reischel et al. 2003 Bonneville fallback,https://www.doi.org/10.1577/M02-113,record,https://www.doi.org/10.1577/M02-113,https://objects.lib.uidaho.edu/ferl/small/ferl-reischel2003_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-reischel2003_th.jpg
ferl-boggs2004,"Fallback, Reascension, and Adjusted Fishway Escapement Estimates for Adult Chinook Salmon and Steelhead at Columbia and Snake River Dams",2004,"Boggs, C.T.; Keefer, M.L.; Peery, C.A.; Bjornn, T.C.; Stuehrenberg, L.C.",Idaho Cooperative Fish and Wildlife Research Unit; National Marine Fisheries Service,Journal Article,Boggs2004,Transactions of the American Fisheries Society,,,,,,"Transactions of the American Fisheries Society, vol. 133, issue 4, p. 932-949. DOI: 10.1577/T03-133.1",eng,"Metadata only record, please check publication for rights",http://rightsstatements.org/vocab/InC-EDU/1.0/,record,Text,Boggs et al. 2004 Fallback,https://www.doi.org/10.1577/T03-133.1,record,https://www.doi.org/10.1577/T03-133.1,https://objects.lib.uidaho.edu/ferl/small/ferl-boggs2004_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-boggs2004_th.jpg
ferl-keefer2004a,Stock-Specific Migration Timing of Adult Spring–Summer Chinook Salmon in the Columbia River Basin,2004,"Keefer, M.L.; Peery, C.A.; Jepson, M.A.; Tolotti, K.R.; Bjornn, T.C.; Stuehrenberg, L.C.",University of Idaho; NOAA Fisheries Service,Journal Article,Keefer2004a,North American Journal of Fisheries Management,,,,,,"North American Journal of Fisheries Management, vol. 24, issue 4, p. 1145-1162. DOI: 10.1577/M03-170.1",eng,"Metadata only record, please check publication for rights",http://rightsstatements.org/vocab/InC-EDU/1.0/,record,Text,Keefer et al. 2004 Chinook stock timing,https://www.doi.org/10.1577/M03-170.1,record,https://www.doi.org/10.1577/M03-170.1,https://objects.lib.uidaho.edu/ferl/small/ferl-keefer2004a_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-keefer2004a_th.jpg
ferl-keefer2004b,Upstream migration rates of radio-tagged adult Chinook salmon in riverine habitats of the Columbia River basin,2004,"Keefer, M.L.; Peery, C.A.; Jepson, M.A.; Stuehrenberg, L.C.",University of Idaho; NOAA Fisheries Service,Journal Article,Keefer2004b,Journal of Fish Biology,,,,,,"Journal of Fish Biology, vol. 65, issue 4, p. 1126-1141. DOI: 10.1111/j.0022-1112.2004.00522.x",eng,"Metadata only record, please check publication for rights",http://rightsstatements.org/vocab/InC-EDU/1.0/,record,Text,Keefer et al. 2004 Chinook tributary rates,https://www.doi.org/10.1111/j.0022-1112.2004.00522.x,record,https://www.doi.org/10.1111/j.0022-1112.2004.00522.x,https://objects.lib.uidaho.edu/ferl/small/ferl-keefer2004b_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-keefer2004b_th.jpg
ferl-keefer2004c,"Hydrosystem, Dam, and Reservoir Passage Rates of Adult Chinook Salmon and Steelhead in the Columbia and Snake Rivers",2004,"Keefer, M.L.; Peery, C.A.; Bjornn, T.C.; Jepson, M.A.; Stuhrenberg, L.C.",University of Idaho; NOAA Fisheries Service,Journal Article,Keefer2004c,Transactions of the American Fisheries Society,,,,,,"Transactions of the American Fisheries Society, vol. 133, issue 6, p. 1413-1439. DOI: 10.1577/T03-223.1",eng,"Metadata only record, please check publication for rights",http://rightsstatements.org/vocab/InC-EDU/1.0/,record,Text,Keefer et al. 2004 Hydrosystem rates,https://www.doi.org/10.1577/T03-223.1,record,https://www.doi.org/10.1577/T03-223.1,https://objects.lib.uidaho.edu/ferl/small/ferl-keefer2004c_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-keefer2004c_th.jpg
ferl-keefer2004d,Regurgitation Rates of Intragastric Radio Transmitters by Adult Chinook Salmon and Steelhead during Upstream Migration in the Columbia and Snake Rivers,2004,"Keefer, M.L.; Peery, C.A.; Ringe, R.R.; Bjornn, T.C.",University of Idaho; NOAA Fisheries Service,Journal Article,Keefer2004d,North American Journal of Fisheries Management,,,,,,"North American Journal of Fisheries Management, vol. 24, issue 1, p. 47-54. DOI: 10.1577/M02-128",eng,"Metadata only record, please check publication for rights",http://rightsstatements.org/vocab/InC-EDU/1.0/,record,Text,Keefer et al. 2004 Regurge,https://www.doi.org/10.1577/M02-128,record,https://www.doi.org/10.1577/M02-128,https://objects.lib.uidaho.edu/ferl/small/ferl-keefer2004d_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-keefer2004d_th.jpg
ferl-johnson2005,Migration depths of adult spring and summer Chinook salmon in the lower Columbia and Snake rivers in relation to dissolved gas supersaturation,2005,"Johnson, E.L.; Clabough, T.S.; Bennett, D.H.; Bjornn, T.C.; Peery, C.A.; Caudill, C.C.",University of Idaho; NOAA Fisheries Service,Journal Article,Johnson2005,Transactions of the American Fisheries Society,,,,,,"Transactions of the American Fisheries Society, vol. 134, issue 5, p. 1213-1227. DOI: 10.1577/T04-116.1",eng,"Metadata only record, please check publication for rights",http://rightsstatements.org/vocab/InC-EDU/1.0/,record,Text,Johnson et al. 2005 CK dissolved gas,https://www.doi.org/10.1577/T04-116.1,record,https://www.doi.org/10.1577/T04-116.1,https://objects.lib.uidaho.edu/ferl/small/ferl-johnson2005_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-johnson2005_th.jpg
ferl-keefer2005,"Escapement, harvest, and unknown loss of radio-tagged adult salmonids in the Columbia River-Snake River hydrosystem",2005,"Keefer, M.L.; Peery, C.A.; Daigle, W.R.; Jepson, M.A.; Lee, S.R.; Boggs, C.T.; Tolotti, K.R.; Burke, B.J.",University of Idaho; NOAA Fisheries Service,Journal Article,Keefer2005,Canadian Journal of Fisheries and Aquatic Sciences,,,,,,"Canadian Journal of Fisheries and Aquatic Sciences, vol. 62, issue 4, p. 930-949. DOI: 10.1139/F04-246",eng,"Metadata only record, please check publication for rights",http://rightsstatements.org/vocab/InC-EDU/1.0/,record,Text,Keefer et al. 2005 Escapement,https://www.doi.org/10.1139/F04-246,record,https://www.doi.org/10.1139/F04-246,https://objects.lib.uidaho.edu/ferl/small/ferl-keefer2005_sm.jpg,https://objects.lib.uidaho.edu/ferl/thumbs/ferl-keefer2005_th.jpg
