objectid,title,editors,creator,issue_number,date,subject,publisher,identifier,type,format,rights,rightsstatement,language,digital specifications,cdm_url,cdmid,display_template,filename,object_location,image_small,image_thumb
fugue-2003-n25,Fugue -Summer 2003 (No. 25),"McEachern, Scott; Cockeram, Paul; George, Ben; Birrer/Schnackenberg, Jessamyn; Noland, Taya; Dudley, Cheryl; Foland, Jed; Fry, Bryan; Hartt, Jordan; Hirt, Jen; Hunsaker, Morgan; Jones, Jeff; Kaminsky, Christin; Lenox, Stephanie; Lowe, Nate; Mankin, Monica; Montgomery, Melissa; Prentiss, Sean; Rolland, Patrick; Cockeram, Paul; Hirt, Jen; McFarland, Ron","Fugue Staff; McCafferty, Jane; Perry, Paul; Susanna Lippoczy Rich; Little, Metta; Hummell, Austin; Leigh, Holly; Lunde, David; Levering, Donald; Stanton, Maureen; Weaver, Angie; Shilling, Michael; McGuinness, Sheila Sinead; Gernes, Sonia; Kunz, Don; Bradley, Andrew; Krupnick, Alison; Grinwis, James; McCormick, George; Hollenbeck, Cynthia J.; McGookey, Kathleen; Moore, Deborah Owen; Essex, Christopher; Hurlow, Marcia L.; Novack, Sandra; Craig, Chauna; Luevano, Daniel; Bishop, Suzette; Wirtz, Jason; Mahaffey, Alana Merritt; Fields, Elyse; McIntosh, Malachi; Hirt, Jen",25,2003-06-01,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2003_N25,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/1888,1888,pdf,fugue-2003-n25.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2003-n25.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2003-n25_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2003-n25_th.jpg
fugue-2003-n26,Fugue -Winter 2003 (No. 26),"George, Ben; Jones, Jeff P.; Hartt, Jordan; Mankin, Monica; Hirt, Jen; Ashby, Chris; Babin, Brad; Crimmins, Kim; Dudley, Cheryl; Fry, Bryan; Goralnik, Lissy; Hollenbeck, Cynthia J.; Kmetz, Marcia; Lenox, Stephanie; Lowe, Nate; MacPhail, Scott; Mitchell, Tina; Ritter, Chris; Rolland, Patrick; Schab, Aaron; Watkins, Brad; Yeary, James; Cockeram, Paul; McFarland, Ron","Cicero; Fugue Staff; George, Ben; Jones, Jeff P.; Hagenston, Becky; Vivian, Robert; Halscheid, Therese; Allen, L. N.; Martinelli, Beth; Stuart-Powles, Celia; Wells, D. B.; Mankin, Monica; Voigt, Ellen Bryant; Doug Trevor; Ameel, Britta; Homan, Brandi; Doyle, James; Sprengnether, Madelon; Hummel, Mark; Prostko, Lucyna; Silverman, E. G.; Huhn, William; Burrows, E. G.; Mockett, Marie; Perchik, Simon; Gulyas, Lee; Lehnert, Tim; Duhamel, Denise",26,2003-11-01,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2003_N26,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/2258,2258,pdf,fugue-2003-n26.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2003-n26.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2003-n26_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2003-n26_th.jpg
fugue-2004-n27,Fugue -Summer 2004 (No. 27),"George, Ben; Kmetz, Marcia; Mankin, Monica; Lowe, Nate; Barnes, Kim; Johnson, Charles; Lee, Li-Young; Nelson, Antonya; Sanchez, Sonia; Wrigley, Robert; Ashby, Chris; Goralnik, Lissy; Hirt, Jen; Hollenbeck, Cynthia J.; Kmetz, Rick; Lenox, Stephanie; Machlis, Alli; MacPhail, Scott; Murrant, Kendel; Ritter, Chris; Roybal, Cristina; Schab, Aaron; Smith, Rochelle; Wilson, Lindsay; McFarland, Ron","Fugue Staff; George, Ben; Vollmer, Matthew; Butcher, Grace; Grimsley, Ginny; Savoie, Terry; Igloria, Luisa A.; Harshbarger, Karl; Skloot, Floyd; Shearer, Anna; Davies, Peter Ho; Powell, Padgett; Wunsch, Emma; Royer, Tina; Mahoney, Daniel; Monson, Ander ; Newman, Harry; Bishop, John Patrick; Wolff, Melora; Faith S. Holsaert; Smelcer, John; Bishop, Judith; Stine, Alison ; Solonche, J. R.; Courter, Justin; McCormick, Kathleen Zamboni; Stanton, Maura",27,2004,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2004_N27,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/2463,2463,pdf,fugue-2004-n27.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2004-n27.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2004-n27_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2004-n27_th.jpg
fugue-2004-n28,Fugue -Winter 2004 (No. 28),"George, Ben; Jones, Jeff P.; Kmetz, Marcia; Kaplan, Sara; Lowe, Nate; Goralnik, Lissy; Barnes, Kim; Johnson, Charles; Lee, Li-Young; Nelson, Antonya; Sanchez, Sonia; Wrigley, Robert; Andersen, Shawna; Berry, Rachel; Deason, Alec; Fortner, Anna; Jainchill, Justin; Kmetz, Rick; MacPhail, Scott; Murrant, Kara; Nance, Rhiannon; Ralstin, Leanne; Segerstrom, Scott; Smith, Rochelle; Wilson, Lindsay; McFarland, Ron","Milosz, Czeslaw; Hecht, Anthony ; Fugue Staff; George, Ben; Jones, Jeff P.; Holladay, Cary; Balaban, John; Valentine, Colleen R.; Neuhardt-Minor, Catherine; Shinn, Cameron; Walden, Marianne; Delbanco, Nicholas; Erkkila, Tod; Livesey, Margot; Sarah Flygare; Doyle, Brian; Phillips, Louis; Dick Bentley; Bloom, Rachel Squires; Cowee, Bill; Ford, William; Yannantuono, Fred; Pope, Mary Elizabeth; Morais, Dawn; Shayla, Heidi; Nelson, Kent; Retief, Glen; Rice, Oliver; Oses, Rafael; Powers, Nancy; Marin, Natasha; Sellers, Heather; Krysl, Marilyn",28,2004,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2004_N28,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/2636,2636,pdf,fugue-2004-n28.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2004-n28.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2004-n28_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2004-n28_th.jpg
fugue-2005-n29,Fugue -Summer 2005 (No. 29),"George, Ben; Jones, Jeff P.; Kmetz, Marcia; Kaplan, Sara; Lowe, Nate; Goralnik, Lissy; Barnes, Kim; Johnson, Charles; Lee, Li-Young; Nelson, Antonya; Sanchez, Sonia; Wrigley, Robert; Andersen, Shawna; Berry, Rachel; Deason, Alec; Fortner, Anna; Jainchill, Justin; Kmetz, Rick; MacPhail, Scott; Murrant, Kara; Nance, Rhiannon; Ralstin, Leanne; Segerstrom, Scott; Smith, Rochelle; Wilson, Lindsay; McFarland, Ron","Milosz, Czeslaw; Hecht, Anthony ; Fugue Staff; George, Ben; Jones, Jeff P.; Shoemaker, Karen Gettert; Rahmim, Iraj Isaac; Shepherd, Reginald; Bassett, Michael; Lisberger, Jody; Willenborg, Chad; Merwin, W. S.; Wrigley, Robert; Greene, Jeffery; Adcock, Betty; Richardson, James; Freeman, Judith; Skoog, Ed; Krysl, Marilyn; Barnstone, Willis; Buckley, Christopher; Fisher-Wirth, Ann; Paola, Suzanne; Marshall, Tod; Hoagloand, Tony; Balaban, John; Derricotte, Toi; Smith, R. T.; Lewis, Molly; Jennings, Will; Stevens, J. David; Courter, Justin; Young, Dean; Berrigan, Anselm; Ransick, Chris; Higgins, George; Susanna Lippoczy Rich; Balasubramanyam, Rajeev; Taylor, Katherine; Schaum, Melita; Longhorn, Sandy; Livingston, Sonja; Rzicznek, F. Daniel; Osborne, Joanna; Gibler, John; LaMon, Jacqueline Jones; de Bravo, Brandel France; Boswell, Robert",29,2005,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2005_N29,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/2881,2881,pdf,fugue-2005-n29.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2005-n29.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2005-n29_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2005-n29_th.jpg
fugue-2005-n30,Fugue -Winter 2005 (No. 30),"George, Ben; Jones, Jeff P.; Kmetz, Marcia; Kaplan, Sara; Lowe, Nate; Goralnik, Lissy; Barnes, Kim; Johnson, Charles; Lee, Li-Young; Nelson, Antonya; Sanchez, Sonia; Wrigley, Robert; Andersen, Shawna; Berry, Rachel; Deason, Alec; Fortner, Anna; Jainchill, Justin; Kmetz, Rick; MacPhail, Scott; Murrant, Kara; Nance, Rhiannon; Ralstin, Leanne; Segerstrom, Scott; Smith, Rochelle; Wilson, Lindsay; McFarland, Ron","Fugue Staff; Jainchill, Justin; Kaplan, Sara; Wilson, Kevin; Wright, Franz; Sawyer, Seth; Ramos, Peter; Nelson, Maggie; Walsh, Rob; Pinto, Shiromi; Atkins, Priscilla; Saunders, George; Barrington, Judith; Martin, Jenna; Nicholl, Greg; Bahnson, Fred; Padua, Jonathan; Simon, Rachel M.; Breheny, Jessica; Childress, Susanna; Frankel, Ed; Ebenbach, David Harris; O'Connell, David; Buckley, Christopher; DeKrey, David; Hope-Gill, Laura",30,2005,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2005_N30,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/3038,3038,pdf,fugue-2005-n30.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2005-n30.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2005-n30_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2005-n30_th.jpg
fugue-2006-n31,Fugue -Summer - Fall 2006 (No. 31),"Jainchill, Justin; Kaplan, Sara; Goralnik, Lissy; Berry, Rachel; Fortner, Anna; George, Nick; George, Ben; Jones, Jeff; Barnes, Kim; Forche, Carolyn; Johnson, Charles; Lee, Li-Young; Nelson, Antonya; Sanchez, Sonia; Wrigley, Robert; Babin, Brad; Berical, Annie; Bilkre, Kelly; Brown, Lucas; Coughlin, Steve; Dole, Colin; Gotschall, Ben; Kupchik, Jill; Lepper, Jeff; Lewis, Michael; Marshall, Monique; Murrant, Kendel; powers, Laura; Rossignal, Nancy; O'Connor, Claire; Sorbel, Rebecca; Taber, Matt; Wilkins, Joe; Wortham, Janice; McFarland, Ronald","Fugue Staff; Kaplan, Sara; Jainchill, Justin; Levine, Philip; Shade, Eric; Frank, Matthew Gavin; Benjamin Vogt; Rooney, Kathleen; Orr, Leonard; Bunch, Rose; Schaffer, Tony; Rood, Steven; Sheffer, Roger; Beaudin, Giselda; McGrath, Campbell; Waite, Urban; Schloss, David; Slaughter, Lauren Goodwin; Parkison, Aimee; Boilard, Jon; Duffin, K. E.; Ramspeck, Doug; Krut, Robert; Green, Timothy; Troupes, David; May, Rachel; Sanders, Mark; Tseng, Sandy; Desy, Peter; Meade, Kat; Edwards, Lynell; Roullard, Lisa; Nieves, John A.; Smith, Mike; Abani, Chris; Blackman, Sarah; McMurtrey, Scott; Ortalda, Claire; Pursley III, John; Meyerhofer, Michael; Joseph, Janine",31,2006-06-01,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2006_N31,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/3219,3219,pdf,fugue-2006-n31.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2006-n31.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2006-n31_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2006-n31_th.jpg
fugue-2007-n32,Fugue -Winter - Spring 2007 (No. 32),"Jainchill, Justin; Kaplan, Sara; Goralnik, Lissy; Berry, Rachel; Fortner, Anna; George, Nick; Berry, Rachel; Lewis, Michael; Barnes, Kim; Forche, Carolyn; Johnson, Charles; Nelson, Antonya; Sanchez, Sonia; Wrigley, Robert; Lee, Li-Young; Berical, Annie; Berkner, Dan; Bilkre, Kelly; Campbell, Robert; Cilley, Joshua; Comonitti, Daniel; Furubotten, Rebekah; Gottschall, Benjamin; Howell, Lucas; Imus, Todd; Kupchik, Jill; Lepper, Jeff; Miller, Anesa; Pellet, Amanda Jane; Pries, Anne; Sand, Kendell; Shank, Virginia; Worthen, Janice; Dasgupta, Sayantani; McFarland, Ronald","Fugue Staff; Jainchill, Justin; Kaplan, Sara; Harawitz, Alan; Mellas, Tessa; Mitchell Metz; French, Kerri; Gorden, Angela Autry; Capista, Joseph; Bauer, Curtis; Van Horne, Brent; Ritz, Jonathan; Herschbach, Robert; Soslow, Laurie; Maxwell, Brian; Truels, Tracy; Findura, John; Varallo, Anthony; Carter, Catherine; Anderson, John M.; Giraldi, William; Bass, Tim; Cashion, Matthew Deshe; Kirby, David; Trethewey, Natasha; Trethewey, Nancy; Moscaliuc, Mihaela; Landweber, Michael; Rathkamp, Josh; Lawrence, Candida; Welch, Don; Heatter, Virginia; Hanning, Jenny",32,2007,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2007_N32,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/3344,3344,pdf,fugue-2007-n32.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2007-n32.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2007-n32_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2007-n32_th.jpg
fugue-2008-n35,Fugue -Summer - Fall 2008 (No. 35),"Lewis, Michael; Sand, Kendall; Millar, Andrew; Lepper, Jeff; Powers, Laura; Barnes, Kim; Forche, Carolyn; Johnson, Charles; Nelson, Antonya; Sanchez, Sonia; Wrigley, Robert; Lee, Li-Young; Altepeter, Elizabeth; Banks, James; Banks, James; Bauman, Matt; Berkner, Daniel; Campbell, Robert; Maile, Bethany; Onak, Scott; Pellet, Amanda Jane; Pries, Anne; Ricks, Deborah; Vodicka, Anna; McFarland, Ronald","Fugue Staff; Lewis, Michael; Sand, Kendall; Halliday, Mark; Bellamy, Lisa; Corbett, David J.; Munn, Carol Louise; Pancake, Ann; Sheffer, Roger; Zamos-Monteith, Margaret; Marsters, Sage; Bravo, Gabriel; Vicari, Justin; Antin, Charles; Garcia, Albert ; White, Nancy; Blackmore, Jenni; Hanqin, Guan; Larson, Stephen; Earley, Elizabeth; Polikoff, Daniel; Roth, Paul B.; Babine, Karen; Cody, Judith; Hollars, B.J.; Beard, Jo Ann",35,2008,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2008_N35,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/3461,3461,pdf,fugue-2008-n35.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2008-n35.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2008-n35_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2008-n35_th.jpg
fugue-2010-n38,Fugue -Winter - Spring 2010 (No. 38),"Buchner, Craig E.; Morgan, Mary; Rice, Chelsia; Stauffer, Cory; Yeatts, Jennifer; Barnes, Kim; Forche, Carolyn; Johnson, Charles; Lee, Li-Young; Nelson, Antonya; Sanchez, Sonia; Wrigley, Robert; Bennett, Jacklinn; Colton, Matthew; Kinzler, Kristopher; Pipkin, Cameron; Poor, Aaron; Ritcher, Jamaica; Stebner-Steele, Ann; Watts, Katherine; Altepeter, Elizabeth; Blank, Abby; Cameron, Cherice; Shuttleworth, Ciara; Thacker, David; Zambito, Matt; McFarland, Ronald","Fugue Staff; McFarland, Ron; Bass, Rick; Hugo, Richard; Fromm, Pete; Barnes, Kim; Peterson, Mertin L.; Hemingway, Ernest; Morgan, Mary; Goodan, Kevin; Doerr, Anthony; Howell, Christopher; Coutley, Lisa Fay; Walter, Jess; Hugo, Ripley; Smith, Annick; Coe, Terese; Buchner, Craig E; Percy, Benjamin; Di Salvatore, Bryan; Chauvin, Catherine; Levy, Buddy; Passanante, Joy; Jones, Jeff; Susanna Sonnenberg; Stafford, Kim; Foster, Joshua; Dunn, Laura Christina; Sandor, Marjorie; Debra Gwartney; Blew, Mary Clearman; Robinson, Marilynne; Wrigley, Robert; Schrand, Brandon R.",38,2010-05-01,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2010_N38,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/3684,3684,pdf,fugue-2010-n38.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2010-n38.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2010-n38_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2010-n38_th.jpg
fugue-2010-n39,Fugue - Summer - Fall 2010 (No. 39),"Buchner, Craig E.; Morgan, Mary; Davenports, Kelly; Heim, Steve; Yeatts, Jennifer; Barnes, Kim; Forche, Carolyn; Johnson, Charles; Lee, Li-Young; Nelson, Antonya; Sanchez, Sonia; Wrigley, Robert; Bennett, Jacklinn; Colton, Chase; Pipkin, Cameron; Poor, Aaron; Ross, Amy; Stebner-Steele, Ann; Strawn, April; Thom, Melissa; Altepeter, Elizabeth; Blank, Abby; Bromley-Vogel, Warren; Cameron, Cherice; Gaffney, Terri; Macdonald, Robert; Sandmeyer, Jake; Thacker, David; Zambito, Matt; McFarland, Ronald","Fugue Staff; Kaminsky, Ilya; Cowan, Caitlin; Williamson, Corrie; Patterson, Rachel Marie; Diaz, Junot; Sartor, Colette; Vidich, Paul; Clark, Charlie; Delcheva, Margarite; Montgomery, Sarah Fawn; Doyle, C.; Patrick, Earl; Magnussen, Luther; Moore, Jennifer; Shields, David; Abonado, Albert ; Narendorf, Bryan; Bray, Tara; McGlynn, David; George, Brandi; Diya Chaudhuri; Haven, Chris; White, Charles Dodd; Clark, George David; Ebeid, Carolina; Batykefer, Erinn; Jacobs, Heather; Mauro, Buzz; Friedlander, Christine; Silver, Kristen; Park, Alain Douglas; Crane, Patty; Heim, Steve; Sampsell, Kevin",39,2010-11-01,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2010_N39,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/3889,3889,pdf,fugue-2010-n39.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2010-n39.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2010-n39_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2010-n39_th.jpg
fugue-2007-n33,Fugue - Summer - Fall 2007 (No. 33),"Jainchill, Justin; Kaplan, Sara; Fortner, Anna; George, Nick; Berry, Rachel; Lewis, Michael; Barnes, Kim; Forche, Carolyn; Johnson, Charles; Nelson, Antonya; Sanchez, Sonia; Wrigley, Robert; Lee, Li-Young; Berical, Annie; Brock, Molly; Berkner, Dan; Bilkre, Kelly; Campbell, Robert; Cilley, Joshua; Comonitti, Daniel; Dasgupta, Sayantani; Gottschall, Benjamin; Howell, Lucas; Imus, Todd; Kupchik, Jill; Lepper, Jeff; Millar, Andrew; Miller, Anesa; Pellet, Amanda Jane; Pries, Anne; Sand, Kendall; Shank, Virginia; Worthen, Janice; McFarland, Ronald","Fugue Staff; Kaplan, Sara; Jainchill, Justin; Smith, R. T.; Frank, Rebecca; Warren, Danielle Grace; Dixon, Amy E.; White, Jared; Reiss, James; Milward, Andrew Malan; Bernhard, William; Holt, K. A.; Finck, Shannon; Duva, Kate; Childress, Susanna; Hollister, Colleen; Shepard, Jim; Giewont, Gail; Brown, J. Lorraine; Sadler, Lynn Veach; Kaneko, W. Todd; Smith, Rob McClure; Drew, George; Spireng, Matthew J.; Myers, Jed; Selinsky, Thomas; Thon, Melanie Rae; Ramspeck, Doug; Fugate, Marissa; Levine, Jeffery; Krump, David; Knight, Megan; Schuyler, Nina; Martone, Michael; Ronald McFarland; Molini, Sally; Beard, Jo Ann; Schlegel, Kisha Lewellyn",33,2007,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2007_N33,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/4062,4062,pdf,fugue-2007-n33.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2007-n33.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2007-n33_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2007-n33_th.jpg
fugue-2009-n37,Fugue -Summer - Fall 2009 (No. 37),"Lewis, Michael; Sand, Kendall; Millar, Andrew; Lepper, Jeff; Powers, Laura; Barnes, Kim; Forche, Carolyn; Johnson, Charles; Nelson, Antonya; Sanchez, Sonia; Wrigley, Robert; Lee, Li-Young; Altepeter, Elizabeth; Banks, James; Banks, James; Bauman, Matt; Berkner, Daniel; Campbell, Robert; Maile, Bethany; Onak, Scott; Pellet, Amanda Jane; Pries, Anne; Ricks, Deborah; Vodicka, Anna; McFarland, Ronald","Fugue Staff; Millar, Andrew; Sand, Kendall; Fairchild, BH; Colic, Danica; Barber, Sarah; Hampl, Patricia; Rahmim, Iraj Isaac; Nilsson, Annie; Kook, Hyejung; McKinnon, Sara; Bade, Scott M.; Colgin, Paul David; Bender, Aimee; Debus, Ben ; Conor, Katherine; Van Auken, L.D.; Garett, Jack; Francine Witte; Pomfret, Scott D.; Evans, Kerry James; Flynn, Katie; Diane Bush; Langemak, Elizabeth; Disler, Michelle",37,2009,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue2009_N37,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/4197,4197,pdf,fugue-2009-n37.pdf,https://objects.lib.uidaho.edu/fugue/fugue-2009-n37.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-2009-n37_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-2009-n37_th.jpg
fugue-1993-n7,Fugue -Spring-Summer 1993 (No.7),"Hendee, J.C.; Korinne Bodily; Torr Nelson; Robb Brennan; Mark Coen; Eric Peterson; Jeff McClelland; Maria Maggi; Barb Hendee; Ron McFarland","McFarland, Ron; Rogers, Pattiann; Deckert, Jennifer; Petosky, Barbara J.; Tem, Steve Rasnic; Lubow, Mike; Payne, Charles A.; McFarland, Elsie Watson; Maggi, Maria Theresa; Cuthbert, Deborah; Lindholdt, Paul; Fitzgerald, Neil",7,1993,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue1993_N7,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/4250,4250,pdf,fugue-1993-n7.pdf,https://objects.lib.uidaho.edu/fugue/fugue-1993-n7.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-1993-n7_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-1993-n7_th.jpg
fugue-1996-n14-15,Fugue -Fall 1996 / Spring 1997 (No.14/15),"Eric P. Isaacson; Hendee, J.C.; Kris Kurrus; Kit Craine; Eric P. Isaacson","McFarland, Ron; Hill, Roberta; Seashore, Karen; Zydek, Fredrick; Haag, John; Torrez, Evarado; Sommerville, Kristine; Luders, Lesa; Diana Armstrong; Almond, Steve; Schurman, Elizabeth; Held, Dennis; Federman, Raymond; Everman, Welch; Olsen, Lance; Fugue Staff",14-15,1997-05-01,poetry,"Fugue Literary Journal, University of Idaho Department of English, ISSN 1054-6014, https://fuguejournal.com/",Fugue1996-97_N14-15,Text,application/pdf,"In Copyright - Educational Use Permitted. For more information, please contact Fugue Literary Journal, https://fuguejournal.com/",http://rightsstatements.org/vocab/InC-EDU/1.0/,eng,Scanned at 400 dpi; access copy is PDF,http://cdm17254.contentdm.oclc.org/cdm/ref/collection/fugue/id/4383,4383,pdf,fugue-1996-n14-15.pdf,https://objects.lib.uidaho.edu/fugue/fugue-1996-n14-15.pdf,https://objects.lib.uidaho.edu/fugue/small/fugue-1996-n14-15_sm.jpg,https://objects.lib.uidaho.edu/fugue/thumbs/fugue-1996-n14-15_th.jpg
